token,project,flaky
 Make a configuration file with a final property A adding same resource twice should not cause logging Event =  loggingEvent getLog logger declareProperty conf  Add the resource twice from a stream - should not generate warnings Logger getRenderedMessage getBytes System out removeAppender  Make sure the appender is removed addAppender assertTrue addResource prop  The 2 input streams both have the same config file get getRootLogger testNoFinalWarnings events isEmpty endConfig  Attach our own log appender so we can verify output startConfig appender assertEquals in2 in1 bytes toString writer ,hadoop,0
" verify the peer's settings were read and applied. settings set getHeaderTableSize maxHeaderTableByteCount PERSIST_VALUE assertEquals  Peer is server, so we are client. frameReader peerHttp2ServerZerosCompressionTable client connection sendHttp2SettingsAndCheckForAck Settings ",okhttp,1
"ProxyUsers refreshSuperUserGroupsConfiguration assertAuthorized GROUP_NAMES DefaultImpersonationProvider  Now try proxying a user that's not allowed getProxySuperuserUserConfKey conf asList PROXY_IP StringUtils join  From bad IP UserGroupInformation set proxyUserUgi 1.2.3.4 1.2.3.5 testProxyUsersWithUserConf AUTHORIZED_PROXY_USER_NAME , createRemoteUser REAL_USER_NAME assertNotAuthorized getTestProvider  From good IP  First try proxying a user that's allowed Arrays getProxySuperuserIpConfKey PROXY_USER_NAME realUserUgi createProxyUserForTesting ",hadoop,0
getName setProvider setProtocol setTrustManagerFactoryAlgorithm PROVIDER_SUN_JSSE Assert assertNotNull setSecureRandom getDefaultAlgorithm create getProvider TLS SSLContextBuilder setKeyManagerFactoryAlgorithm loadTrustMaterial loadKeyMaterial setKeyStoreType sslContext getProtocol assertEquals KeyStore getDefaultType KeyManagerFactory build testBuildAllDefaults TrustManagerFactory ,httpcore,0
addRecordToWfActionTable coordActionGetCmd getId WorkflowInstance getStatus addRecordToCoordActionTable coordJob wfJob Workflow Job should have been purged addRecordToWfJobTable getErrorCode assertNotNull Coordinator Action should have been purged get CoordinatorAction WorkflowJob wfAction wfJobGetCmd Coordinator Job should have been purged Workflow Action should have been purged wfActionGetCmd assertEquals execute addRecordToCoordJobTable call testPurgeCoordWithWFChild3 Services CoordinatorJob 1 coordJobGetCmd fail coord-action-get.xml WorkflowAction coordAction SUCCEEDED ErrorCode je jpaService ,oozie,1
testExpiryDoesNotOverflow assignConnection Deadline assertEquals currentTimeSupplier entry route1 Assert Mockito of getValidityDeadline Long TimeUnit mock TimeValue ,httpcore,0
conn read inStream thenReturn ArgumentMatchers getInputStream when any anyInt testStaleWhenIOError bind Assert Mockito assertTrue ensureOpen mock socket isStale thenThrow ,httpcore,0
NinjaMode testNinjaModeHelperWorksWithProdSet determineModeFromSystemProperties setProperty get NinjaConstant NinjaModeHelper assertEquals determineModeFromSystemPropertiesOrProdIfNotSet System clearProperty ,ninja,0
/storagePolicy storagePolicyPath chrootFs unsetStoragePolicy setClass mockfs://foo/a/b /a/b/storagePolicy conf URI chRootedStoragePolicyPath getRawFileSystem testUnsetStoragePolicy fs.mockfs.impl chrootUri create verify mockFs ,hadoop,0
testExpressionNotBlankFail3 notBlank Asserts Stuff  	   ,httpcore,0
init .dataout.ABC.unresolved CoordELFunctions .datain.ABC.unresolved setVariable assertEquals coord-action-start eval ${coord:tableIn('ABC')} evalAndWrap .dataout.ABC clicks testTable .datain.ABC expr ${coord:tableOut('ABC')} Boolean hcat://hcat.server.com:5080/mydb/clicks/datastamp=12;region=us ,oozie,1
play handler incrementAndGet android  play it back headerEntries  verify the peer received what was expected TYPE_RST_STREAM cola acceptFrame stream getErrorCode TYPE_HEADERS peer receiveCount reply PROTOCOL_ERROR  SYN_REPLY takeFrame rstStream banana a receive b c openSocket intValue remoteDoubleSynStream assertEquals  RST_STREAM HeadersMode getRequestHeaders sendFrame build  write the mocking script synStream ,okhttp,1
"this  contains a comment testCommentsInValue my.comment endConfig startConfig conf assertEquals appendProperty out CONFIG this <!--comment here--> contains a comment addResource get  two spaces one after ""this"", one before ""contains"" fileResource ",hadoop,0
addRecordToCoordJobTableForWaiting getId DateUtils parseDateOozieTZ testActionMaterForHcatalogIncorrectURI getErrorCode get 2009-03-11T10:00Z startTime init printStackTrace e destroy getMessage assertEquals services coord-job-for-matd-neg-hcat.xml Expected Command exception but didn't catch any call Services CoordinatorJob fail 2009-03-06T010:00Z setupServicesForHCatalog endTime ErrorCode job Unexpected exception  ,oozie,1
server Server assertReturnValues start conf assertEquals run  Override client to store the call id  side we should see retry count as 0 testInitialCallRetryCount getConnectAddress  Attach a listener that tracks every call ID received by the server. caller Assert NetUtils stop client getCallRetryCount addr ,hadoop,0
next TaskEventType submit  wait and validate for Job to become SUCCEEDED values  send the kill signal to the first Task getReport No of attempts is not correct waitForState getAttempts getTaskAttemptState iterator Assert  Job is succeeded JobState getTaskState latch countDown task1 task2 tasks  wait and vailidate for Job to become RUNNING attempts app getEventHandler  this will start the job but job won't complete as Task is blocked iter assertEquals getID handle it Attempt state not correct  unblock Task testKillTask Task state not correct size TaskAttemptState getTasks job No of tasks is not correct getContext TaskState ,hadoop,1
Node is not decommisioned. writeToHostsFile getMetrics conf hostFile nm2 nm1 NodeAction Assert nodeHeartbeat getNodeAction YarnConfiguration nm3 assertTrue metricCount refreshNodes testDecommissionWithIncludeHosts localhost getNodesListManager checkDecommissionedNMCount set host1 getAbsolutePath host2 ip start localhost:4433 host2:5678 assertEquals host1:1234 normalizeHostName NetUtils ClusterMetrics registerNode equals getNumDecommisionedNMs rm metrics  To test that IPs also work ,hadoop,1
deleteList  Add action to delete bulkDelRerunCmd addRecordToWfActionTable  should not be found testBulkUpdatesDeletes  check for update after running bulkJPA. job should be updated from KILLED -> RUNING getId WorkflowInstance  check for non existence after running bulkJPA addRecordToWfJobTable getErrorCode assertNotNull get action  Add job to update WorkflowJob jex updateList add getStatusStr setDeleteList RUNNING assertEquals execute setStatus 1 Services fail setUpdateList WorkflowAction ErrorCode job jpaService ,oozie,1
verifyPaths  with non-standard ports testShortAuthorityWithOtherPort myfs://host:456 myfs://host.a.b:456 fs ips authorities getVerifiedFS ,hadoop,0
exception END_POINTS lib  set fs.defaultFS instead java.lang.RuntimeException: namenode is not specified in conf conf submit client without LIBPATH should throw exception startPosition localhost:9001 testSubmitMR libPath  set fs.default.name getPath localPath SERVLET_CLASSES indexOf lib path can not be relative getContextURL getFileSystem submitMapReduce fail OozieClient java.lang.RuntimeException: libpath should be absolute mkdirs setProperty createConfiguration submit client without JT should throw exception submit client without NN should throw exception nn IS_SECURITY_ENABLED oozieUrl wc substring remove assertTrue get runTest e toUri XOozieClient MockDagEngineService assertEquals java.lang.RuntimeException: jobtracker is not specified in conf call wfCount toString  try to submit without JT and NN getFsTestCaseDir java.lang.RuntimeException: libpath is not specified in conf ,oozie,1
<value></value>  bais </configuration> isEmpty conf ConfTest testPropertyHasEmptyValue <name>foo</name>  getBytes assertTrue checkConf </property>  <property>  <configuration>  errors ,hadoop,0
EXEC_ORDER callable2 callable3 callables callable1 c asList queueservice QueueUniquenessWithSameKey Services assertTrue get Arrays testQueueUniquenessWithSameKey evaluate waitFor queue ,oozie,1
date DowngradingConsistencyRetryPolicy session withConsistencyLevel ONE  Given insert SELECT * FROM simple WHERE id =  crud  When id row should_insert_with_downgrading_consistency value logAsserter prepareLogLevelForDriverConnection isNotNull RandomUtils manager one nextLong assertThat TWO execute assertConsistencyLevels withRetryPolicy  Then Long buildDateKey entity ,achilles,1
a variables timers getAll counters incr assertEquals counter cron1 samplers addCron addVariable 1 getValue size inst get getOwn testAll ,oozie,1
 a l1 l2 start assertEquals sb Thread sleep a:1-L a:1-U a:2-L a:2-U trim finish toString testTimeoutWaitingWriteLock ,oozie,1
fail vfs DFS_BLOCK_SIZE_DEFAULT  test should still pass getServerDefaults on viewFs did not throw excetion! testFilePath testGetDefaultBlockSize assertEquals getDefaultBlockSize ,hadoop,1
"srcFile partitioned conf del  copy a dir: dest fs delete content createFile getBytes System result  should be deleted assertTrue tmp FileSystem copy listFiles getProperty     * Test method copy(FileSystem srcFS, Path src, File dst, boolean deleteSource, Configuration conf)     src f toURI some-content srcPath length newInstance assertEquals uri  copy regular file: line.separator testCopy5 exists files setupDirs FileUtil  copy regular file, delete src: isDirectory  should not be deleted ",hadoop,0
" Simulate 4 failures to test cycling through the bind users conf LDAP_NUM_ATTEMPTS_KEY asList .bob alicePasswordFile2.txt createPasswordFile bobBindPassword .alice expectedBindUsers bob,alice bobPasswordFile1.txt set expectedBindPasswords setInt BIND_USER_SUFFIX bobUsername testBindUserSwitchPasswordFromFile BIND_PASSWORD_FILE_SUFFIX BIND_USERS_KEY aliceUsername aliceBindPassword doTestBindUserSwitch Arrays getBaseConf ",hadoop,0
ContentType listener CoreMatchers setExceptionCallback getCause AsyncServerBootstrap listen instanceOf IOReactorConfig Assert getDuration create https /stuff setLookupRegistry requester localhost setStreamListener LoggingExceptionCallback LoggingHttp1StreamListener setIOSessionListener resultFuture1 * setSoTimeout Method assertThat execute LoggingConnPoolListener fail ex SecureAllPortsStrategy TIMEOUT setNeedClientAuth server setIOReactorConfig createClientSSLContext cause bootstrap H2RequesterBootstrap setConnPoolListener setTlsStrategy some stuff setIOSessionDecorator createServerSSLContext get ExecutionException expected getAddress SSLTestContexts address custom start sslEngine testTLSClientAuthFailure target getTimeUnit LoggingIOSessionDecorator getPort build future LoggingIOSessionListener initialize register ,httpcore,0
"cluster dataDir conf dn dataDirs dir  Check permissions on directories in 'dfs.datanode.data.dir' testLocalDirs localFS get FileSystem getFileStatus actual DFSConfigKeys getPermission , while expected is  getDataNodes getConf Permission for dir:  expected assertEquals permStr getStrings getLocal , is  ",hadoop,1
testTimeout getId DateUtils parseDateOozieTZ addRecordToCoordJobTable 2009-03-06T10:00Z call CoordinatorJob @1 pauseTime startTime endTime job checkCoordActionsTimeout 2009-03-06T10:14Z ,oozie,1
fs.localfs1.impl set getName printStackTrace e InitializeForeverFileSystem start conf run getFileSystemClass acquire testCacheEnabledWithInitializeForeverFS org.apache.hadoop.fs. fs.cachedfile.impl file cachedfile://a t TestFileSystemCaching$InitializeForeverFileSystem localfs1://a  wait for InitializeForeverFileSystem to start initialization FileSystem get interrupt join ,hadoop,0
 @ fail testValidToken validateActionName azAZ09_- ParamChecker ,oozie,1
END_POINTS IS_SECURITY_ENABLED submit oozieUrl run appPath assertTrue get -config create workflow.xml SERVLET_CLASSES close runTest app createConfigFile getContextURL -run MockDagEngineService assertEquals getFileSystem testRun args call -oozie mkdirs wfCount toString job getFsTestCaseDir ,oozie,1
"getName oozie.service.ProxyUserService.proxyuser.foo.groups foo conf asList bar Assert assertTrue StringUtils assertNotNull get join validate init set oozie.service.ProxyUserService.proxyuser.foo.hosts getConf getMessage destroy services , testNullHost Services fail contains ex proxyUser toString Arrays ",oozie,1
"testCount putThread gotValue testWritesWhileGetting tableName Bytes testWritesWhileScanning join prevTimestamp row0 method checkNoError toBytes qualifiers raw done initHRegion sorted size  search looking for the qualifier in question? flushInterval previousEmpty region numRows result  System.out.println(""iteration = "" + i); flush assertTrue getTimestamp get timestamp numQualifiers thisValue start isEmpty numFamilies assertEquals expectedCount kv families flushcache getValue i= getFamily compactStores equals flushThread compactInterval qual family getQualifier ",hadoop,1
initialCallable callables type keyInt queueservice initialKey assertTrue get testInterrupt initialType lockKey waitFor key EXEC_ORDER add init c initialLockKey retValue CallableQueueService destroy Services 1 testKill intCallable setSystemProperty evaluate queue ,oozie,1
EXEC_ORDER callable2 TestConcurrency callable3 callables callable1 c callable4 callable5 Math asList queueservice testConcurrency Services min assertTrue get secondBatch Long Arrays evaluate waitFor queue first ,oozie,1
kills addNode def enters j2 seven f2 WorkflowInstance getStatus three two asList exits assertTrue four get end five fails six f one abcde start j assertEquals size testWf <worklfow-app/> Arrays job testNestedFork ,oozie,1
"END_POINTS IS_SECURITY_ENABLED submit oozieUrl assertFalse testSubmit run appPath -submit get -config create workflow.xml SERVLET_CLASSES close runTest app createConfigFile getContextURL MockDagEngineService assertEquals getFileSystem createPropertiesFile  job was not created, then how did this extra job come after reset? fail!! args call fail -oozie mkdirs wfCount reset toString job getFsTestCaseDir ",oozie,1
"testBasicSubmitWithMultipleInstancesInputEvent coord-multiple-input-instance1.xml  CASE 3: Success case i.e. Multiple data-in instances specified correctly as separate <instance> tags reader per data-in instance conf getStatus appPath getJob sc  CASE 4: Success case i.e. Single instances for input and single instance for output, but both with "","" getErrorCode assertTrue Expected to catch errors due to incorrectly specified input data set instances file:// getTestCaseDir UNIT_TESTING getPath Job coordinator.xml coord-multiple-input-instance4.xml set e  CASE 2: Multiple data-in instances specified as separate <instance> tags, but one or more tags are empty. Check works for whitespace in the tags too getMessage assertEquals coord-multiple-input-instance3.xml call  CASE 1: Failure case i.e. multiple data-in instances OozieClient fail IOUtils contains is empty getTestUser copyCharStream Unexpected failure:  getResourceAsReader coord-multiple-input-instance2.xml writer ErrorCode File ",oozie,1
 Version 40-H. (20 + 61) blocks.  Version 3-H.  2 blocks.  Version 7-H. (4 + 1) blocks.  Version 1-H. Encoder getNumDataBytesAndNumECBytesForBlockID numDataBytes testGetNumDataBytesAndNumECBytesForBlockID numEcBytes assertEquals ,zxing,0
testBasicRead input read Assert in tmp inputStream assertEquals inBuffer close ,httpcore,0
notAService init Incorrect number of services TestService testRemoveService assertFalse Added an integer as a service service2 service1 assertEquals service3 serviceInit Service3 Service2 Service1 removeService size addIfService getServices testService ,hadoop,0
getConnectionContext getEventMessage session JMSMessagingUtils getUser conf getStatus createSession getTopic wf-app-name1 Assert testWorkflowJobSelectorsOr caId1 selector wfId1 WorkflowJob jmsContext consumer MessageType user1 getMessageType init receive printStackTrace e getMessage destroy assertEquals message wfEventListener fail ='Non_matching_user' OR   Pass a selector using OR condition onWorkflowJobEvent ='wf-app-name1' JMSHeaderConstants wfe createConsumer wfFailMessage Session ,oozie,1
END_POINTS IS_SECURITY_ENABLED submit oozieUrl assertFalse testSubmit conf wc appPath get create workflow.xml SERVLET_CLASSES close runTest app getContextURL MockDagEngineService assertEquals getFileSystem call OozieClient mkdirs setProperty wfCount reset createConfiguration toString getFsTestCaseDir ,oozie,1
"jsonDocument testInvalidJsonBody thenReturn format bodyParserEngineJson is invoke String jsonObjMapper getInputStream when getBytes Mockito assertTrue {""firstName"":""%s"", ""lastName"":""%s"", ""birthYear"":%d, ""lastSeen"":""%s"" context BodyParserEngineJsonTest badRequestThrown close ",ninja,0
testFactoryForHours TimeUnit testFactory ,httpcore,0
 testData Kerala  recor StandardCharsets line assertEquals readLine getBytes Bangalore core Assert delimiter testCustomDelimiter2 record  ~EOF with 're' lineReader  North Korea toString testStringBuilder Guantanamo close append ecord ,hadoop,0
deleteList 000-123-C bulkDelRerunCmd  check for non existence after running bulkDeleteJPA addRecordToWfActionTable  should not be found getId addRecordToCoordActionTable 000-123-W getErrorCode assertNotNull get CoordinatorAction jex add setDeleteList assertEquals execute Services fail 2 coord-action-get.xml WorkflowAction testDeletes action1  insert one workflow job and two actions ErrorCode action2 jpaService ,oozie,1
 a a:1-L a:2-N a:1-U l1 l2 start assertEquals sb Thread sleep trim testNoWaitWriteLock finish toString ,oozie,1
 1644            932             1644            932 masked_permission_value permission_mask_map getStickyBit  33700    -rw-r-t fsPermission hasStickyBit assertEquals original_permission_value testIntPermission  16804    drw-r--  17316    drw-r-t permission_mask_maps toShort ,hadoop,0
init  -ve test CoordELFunctions ${coord:databaseIn('ABCD')} ${coord:databaseIn('ABC')}           * databaseOut           setVariable ${coord:databaseOut('ABC')} ${coord:databaseOut('ABCD')}  +ve test assertEquals data-in coord-job-submit-data fail should throw exception because Data-in ABCD is not defiend eval evalAndWrap should throw exception because Data-out ABCD is not defiend           * databaseIn           testDatabasePh1 expr oozie.dataname.ABC data-out ,oozie,1
