class token
non_flaky "testStop basicFilterTests substrFilter regexFilter basicFilter regexFilterTests substrFilterTests "
non_flaky "add getName blocks heapSize assertEquals expectedSize cb10 cb2 cb1 cb4 cb3 cb6 cb5 get cb8 cb7 cb9 testQueue queue "
non_flaky "add getName testQueueSmallBlockEdgeCase CachedBlock blocks heapSize assertEquals expectedSize cb10 cb0 cb2 cb1 cb4 cb3 cb6 cb5 get cb8 cb7 cb9 queue "
non_flaky "compare l1 l2 compareTo minBlockSize getBytes b1 b2 testComparator Bytes ROOT_DIR fout meta.tfile close s1 s2 o1 o2 mFile 0 1 2 3 createFSOutput writer append "
non_flaky "Compression assertTrue testCompressionOrdinance ordinal "
non_flaky "r getName assertNull f getFirstKey ROOT_DIR w loadFileInfo close fs getLastKey testEmptyHFile "
non_flaky "actual estimateBase Bytes ClassSize expected bi unchecked cl heapSize assertEquals align testHeapSizeForBlockIndex "
non_flaky "metablocks gz none testMetaBlocks "
non_flaky "Compression reader foo getMetaBlock mFile nometa.hfile minBlockSize fs getBytes testNullMetaBlocks assertNull ROOT_DIR fout loadFileInfo createFSOutput writer value close append non-existant "
non_flaky "gz none basicWithSomeCodec testTFileFeatures "
non_flaky " caching of data. Renaming of file may be helpful. We can have a loop that reads with dictionary with care for distributation of words is under development.     none minBlockSize  * Timing includes open/closing of files. System  * We need to mitigate cache effect on benchmark. We can apply several   * Data is generated as random bytes. Other methods e.g. using  keyLength  * Timing includes reading both Key and Value SequenceFile  +++++++  Which is the same for Sequence File and HFile. Another possibility is to generate  ideas  for next step we do a large dummy read between benchmark read to dismantle  testRunComparisons     Notes:  e timeReading  the same method several times and flood cache every time and average it to get a getMessage test data beforehand ****************************** Sequence File ***************************** ---------------------- rows Skipping sequencefile gz:  timeWrite gz  better number.  * Timing of write currently  includes random value/key generations.  valueLength ****************************** HFile ***************************** HFile "
non_flaky "createTFile path testSeeks doCreate doRead options seekTFile fs delete "
non_flaky "expectedCacheSize cache getBlock generateFixedBlocks blocks getEvictionCount testCacheEvictionSimple maxSize heapSize assertEquals blockSize LruBlockCache cacheBlock calculateBlockSizeDefault assertTrue block "
non_flaky "big calculateBlockSize memory generateFixedBlocks getEvictionCount maxSize memoryBlocks Math getEvictedCount multi LruBlockCache multiBlocks bigBlocks expectedCacheSize cache getBlock singleBlocks heapSize assertEquals ceil blockSize single cacheBlock testCacheEvictionThreePriorities "
non_flaky "expectedCacheSize cache getBlock generateFixedBlocks singleBlocks getEvictionCount maxSize heapSize assertEquals getEvictedCount blockSize multi single LruBlockCache testCacheEvictionTwoPriorities multiBlocks cacheBlock calculateBlockSizeDefault assertTrue block "
non_flaky "expectedCacheSize Cache should not allow re-caching a block cache getBlock generateRandomBlocks blocks getEvictionCount maxSize heapSize assertEquals blockSize capacity buf cacheBlock calculateBlockSizeDefault assertTrue block testCacheSimple "
non_flaky "cache getBlock calculateBlockSize memory generateFixedBlocks singleBlocks getEvictionCount maxSize assertEquals ceil memoryBlocks Math setMaxSize getEvictedCount blockSize multi LruBlockCache single testResizeBlockCache multiBlocks cacheBlock "
non_flaky "cache getBlock calculateBlockSize generateFixedBlocks singleBlocks getEvictionCount maxSize assertEquals ceil testScanResistance Math getEvictedCount blockSize multi LruBlockCache single multiBlocks cacheBlock size block "
non_flaky "a c d e reader toBytes g h blockContainingKey assertEquals j k l fs System p Bytes loadFileInfo toString makeNewFile testBlockContainingKey "
non_flaky "a c d e reader f toBytes g h assertEquals j k l fs p getKeyString Bytes testSeekBefore loadFileInfo scanner seekBefore makeNewFile getScanner "
non_flaky "a c d reader toBytes g testSeekTo h assertEquals k l fs seekTo p getKeyString Bytes loadFileInfo scanner makeNewFile getScanner "
non_flaky "exception  getClass A HConstants conf doType getBytes assertArrayEquals result world Assert assertTrue compareBytes toArray add arr a WritableComparator testing list bytes obj equals universe boxing testReadObjectDataInputConfiguration COUNT "
non_flaky "actual estimateBase ClassSize expected unchecked cl assertEquals testNativeSizes "
non_flaky " actual ClassSize CachedBlock expected toBytes unchecked cl Store heapSize assertEquals kv put LruBlockCache estimateBase Bytes HRegion MemStore testSizes "
non_flaky "aa aaa  testComparison ab a b runTests "
non_flaky "getName PerformanceEvaluation setOutputFormatClass ROWSPERSPLIT io.sort.mb listStatus setMapOutputKeyClass setMapperClass Bytes getConfiguration setReducerClass setPartitionerClass assertTrue testWritingPEData hbase.hregion.max.filesize FileOutputFormat set format waitForCompletion rows setInt getInt setLong SimpleTotalOrderPartitioner setMapOutputValueClass files toString job setInputFormatClass setOutputPath mapred.map.tasks "
non_flaky "a set c toBytes start HConstants assertEquals startBytes setConf p Bytes q getPartition partition endBytes testSplit SimpleTotalOrderPartitioner end z { "
non_flaky "cluster createTable getClusterStatus hcd TEST_UTIL getRegionsInTransition getConfiguration htd setMaxFileSize info Expected TABLENAME LOG loadTable getRegionServerOperationQueue assertEquals list m registerRegionServerOperationListener testDisableBetweenSplit ex t size setMemStoreFlushSize addFamily getHBaseCluster getHBaseAdmin getMaster FAMILYNAME "
non_flaky "a.hlog.dat. HConstants listStatus TEST_UTIL fs delete System getConfiguration FileSystem get now .hlog.dat. 1.hlog.dat. a c getTestDir oldLogDir cleaner 1.hlog.dat.a assertEquals testLogCleaning stop currentTimeMillis mkdirs chore createNewFile "
non_flaky "testNothing "
non_flaky "ServerManager add one 123 3 one:1 deadServers assertTrue hostname123 assertFalse one:1234 testIsDead one:123 isDead "
non_flaky "varyRateMinTime testGetAttribute set getAttribute varyRateAvgTime intValue pushMetric metricsRate assertEquals varyRateNumOps varyRateMaxTime inc "
non_flaky "varyRateMinTime java.lang.Float getAttributes getName varyRateAvgTime attributeByName test intValue assertEquals varyRateMaxTime java.lang.Integer put java.lang.Long get metricsRate testGetMBeanInfo assertAttribute attributes varyRateNumOps attr getMBeanInfo info "
non_flaky "row11 KeyValue getBuffer KeyValueTestUtil deleteCompare DeleteCompare delete Bytes deleteTimestampOffset fam deleteQualifierLen mem get getQualifierLength create col1 deleteRowLen add actual testDeleteCompare_Delete expected getRowLength deleteType assertEquals dont-care memstore getQualifierOffset DeleteCode deleteBuffer size deleteQualifierOffset d-c getRowOffset deleteRowOffset "
non_flaky "row11 KeyValue getBuffer KeyValueTestUtil deleteCompare DeleteCompare delete Bytes deleteTimestampOffset fam deleteQualifierLen mem get getQualifierLength create testDeleteCompare_DeleteColumn col1 deleteRowLen add actual row21 expected getRowLength deleteType assertEquals dont-care memstore getQualifierOffset DeleteCode deleteBuffer size deleteQualifierOffset d-c getRowOffset deleteRowOffset "
non_flaky "row11  KeyValue getBuffer KeyValueTestUtil deleteCompare DeleteCompare delete Bytes deleteTimestampOffset fam deleteQualifierLen mem get getQualifierLength create col2 col3 col1 deleteRowLen add actual row21 expected getRowLength deleteType assertEquals dont-care memstore getQualifierOffset DeleteCode deleteBuffer size deleteQualifierOffset d-c testDeleteCompare_DeleteFamily getRowOffset deleteRowOffset "
non_flaky "row11 row31 KeyValue getBuffer KeyValueTestUtil deleteCompare DeleteCompare delete Bytes deleteTimestampOffset fam deleteQualifierLen mem get getQualifierLength create testDeleteCompare_Multiple col1 deleteRowLen add actual row21 expected getRowLength deleteType assertEquals dont-care memstore getQualifierOffset DeleteCode deleteBuffer size deleteQualifierOffset d-c getRowOffset deleteRowOffset "
non_flaky "PRINT add columns expected System maxVersions  MultiVersion Bytes MatchCode testGet_MultiVersion scanner col4 col5 col2 col3 runTest col1 "
non_flaky "PRINT add columns expected testGet_SingleVersion System maxVersions Bytes MatchCode scanner col4 col5 SingleVersion col2 col3 runTest col1 "
non_flaky "columns expected testInfiniteLoop asList Bytes MatchCode addAll scanner col4 col5 col2 Arrays col3 runTest col1 "
non_flaky "add explicit Bytes col columns toBytes checkColumn update testStackOverflow maxVersions "
non_flaky "add dt ts2 isDeleted dels update del21 del assertEquals testIsDeleted_Delete col2 col2Len "
non_flaky "add dt ts1 isDeleted dels testIsDeleted_DeleteColumn update del assertEquals col2 delQf21 col2Len "
non_flaky "add dt ts1 isDeleted dels update del assertEquals delFam20 col2 testIsDeleted_DeleteFamily col2Len "
non_flaky "add dels adel update del assertEquals dt isDeleted col1Len col2 testStackOverflow col1 col2Len "
non_flaky "PRINT KeyValue update del Qf  compareTo   timestamp   System dt Bytes delList get del30 dels1 dels2 codeToType testUpdate delQf20 add res assertEquals size delFam10 del21   type  delQf10 "
non_flaky "dt delQf11 res testUpdate_CompareDeletes DeleteTracker del20 del10 assertEquals del11 compareDeletes delQf20 delQf10 "
non_flaky " rs getName regions START_KEY assertScan getLog values sortedMap splitRow getRegionName LAST_CHAR fam3 put tableName fam2 Bytes initSplit split assertNotNull Made 4 regions midkeys close info b method LOG toBytes openClosedRegion assertGet j FIRST_CHAR families addContent closeAndDelete flushcache initHRegion fam1 SplitRow:  r testtable compactStores testBasicSplit toString interval hc region "
non_flaky "getName KeyValue getStore value2 value1 val2 val1 put System tableName fam2 Bytes get checkAndPut add res addColumn actual row1 testCheckAndPut_ThatPutWasWritten method toBytes expected raw assertEquals kv store families initHRegion fam1 lockId testtable size qualifier currentTimeMillis region qf1 ts "
non_flaky "add res row1 getName method value1 toBytes val1 assertEquals put tableName initHRegion fam1 lockId testCheckAndPut_WithCorrectValue Bytes testtable qualifier region qf1 checkAndPut "
non_flaky "emptyVal getName value2 value1 val2 val1 assertFalse put tableName Bytes assertTrue testCheckAndPut_WithEmptyRowValue checkAndPut add res row1 method toBytes initHRegion fam1 lockId testtable qualifier region qf1 "
non_flaky "add res row1 getName value2 method value1 val2 toBytes val1 testCheckAndPut_WithWrongValue assertEquals put tableName initHRegion fam1 lockId Bytes testtable qualifier region qf1 checkAndPut "
non_flaky "fam1 deleteColumns testDeleteColumns_PostInsert row delete qual1 doTestDelete_AndPostInsert "
non_flaky "fam1 deleteFamily row delete testDeleteFamily_PostInsert doTestDelete_AndPostInsert "
non_flaky "getName serverinfo HConstants table_name delete put tableName result Bytes fam get row value info add addColumn method toBytes assertEquals testDeleteRowWithFutureTs families initHRegion testtable size region "
non_flaky "getName  does not exist fam4 delete fam3 put tableName fam2 Bytes assertTrue testDelete_CheckFamily ok add row1 method toBytes  does exist kvs assertEquals families initHRegion deleteMap fam1 testtable Family  family region "
non_flaky "getName getStore testDelete_CheckTimestampUpdated delete put System tableName Bytes assertTrue getTimestamp now col2 col3 col1 firstKv add row1 method toBytes kvs kv initHRegion deleteMap fam1 currentTimeMillis region first "
non_flaky "getName serverinfo reference_A reference_B table_name delete put tableName result sleep Bytes fam deleteColumns get row info add addColumn testDelete_mixed method printStackTrace e toBytes assertEquals ip_address families initHRegion Thread splitB testtable size region splitA "
non_flaky "add exception b getName cf toBytes cfwithcolon testFamilyWithAndWithoutColon put initHRegion p Bytes assertTrue cf: "
non_flaky "next testFlushCacheWhileScanning numRows scan put tableName Bytes Assert flush CompareFilter scanner join flushAndScanInterval add res method checkNoError toBytes start clear toggle assertEquals expectedCount qual1 done initHRegion setFilter i= size addFamily compactStores flushThread compactInterval family region getScanner "
non_flaky "getName scan testGetScanner_WithNoFamilies fam4 fam3 put tableName fam2 Bytes add row1 getHeap method toBytes is assertEquals families initHRegion fam1 testtable size addFamily getStoreHeap region getScanner "
non_flaky "getName method toBytes scan Families could not be found in Region families tableName fam2 initHRegion fam1 testGetScanner_WithNotOkFamilies Bytes testtable addFamily assertTrue ok region getScanner "
non_flaky "getName method toBytes scan Families could not be found in Region families tableName fam2 initHRegion fam1 Bytes testtable testGetScanner_WithOkFamilies addFamily assertTrue region getScanner "
non_flaky "getName compareTo put tableName Bytes get col4 col5 col2 col3 col1 add addColumn res row1 method kv2 toBytes kv1 expected g count raw assertEquals getRow initHRegion setFilter fam1 testtable size getFamily testGet_Basic region getQualifier "
non_flaky "getName method toBytes isEmpty testGet_Empty tableName initHRegion Bytes r fam addFamily assertTrue get row emptytable region "
non_flaky "addColumn testGet_FamilyChecker row1 getName method toBytes assertFalse False tableName fam2 initHRegion fam1 Bytes testtable get region col1 "
non_flaky "add incrementColumnValue rr addColumn assertICV amount getName toBytes assertEquals qual3 qual2 qual1 put tableName initHRegion fam1 result Bytes size get row region testIncrementColumnValue_AddingNew value "
non_flaky "add incrementColumnValue assertICV amount getName getStore toBytes testIncrementColumnValue_AddingNewAfterSFCheck assertEquals store qual3 qual2 qual1 put flushcache tableName initHRegion fam1 Bytes r size row region value "
non_flaky "incrementColumnValue getName run put tableName Bytes row value info add test ICV  got IOE during flushcache() assertICV amount LOG toBytes start testIncrementColumnValue_ConcurrentFlush assertEquals qual1 flushcache initHRegion fam1 r t region "
non_flaky "add incrementColumnValue assertICV amount getName getStore toBytes assertEquals testIncrementColumnValue_UpdatingFromSF store qual2 qual1 put flushcache tableName initHRegion fam1 Bytes r size row region value "
non_flaky "add incrementColumnValue assertICV amount getName getStore toBytes isEmpty assertEquals store qual1 put tableName initHRegion fam1 result Bytes size assertTrue testIncrementColumnValue_UpdatingInPlace row region value "
non_flaky "add incrementColumnValue assertICV amount getName toBytes assertEquals qual1 put tableName initHRegion fam1 result Bytes row region value testIncrementColumnValue_UpdatingInPlace_Negative "
non_flaky "next delete put asList tableName idxScan Bytes CompareFilter scanner add res method toBytes FilterList assertEquals qual1 flushcache initHRegion setFilter size addFamily testIndexesScanWithOneDeletedRow family region Arrays getScanner "
non_flaky "getName getRowFromLock  locks run fam3 tableName fam2 rowid sleep Bytes initSplit  unlocked  lockids info add lockCount  locked  debug method printStackTrace e LOG  set   released  toBytes start threadCount threads assertEquals families testLocks locks completed. initHRegion Thread fam1 Integer isAlive obtainRowLock testtable t toString releaseRowLock hc region "
non_flaky " oldRegionPath getName getLog subregions tableName Bytes initSplit split assertNotNull getRegionDir Number of subregions info method LOG toBytes Split region elapsed time:  splitAndMerge completed. initHRegion HRegion testtable oldRegion2 oldRegion1 splitRegion region regions splitRow fs delete fam3 System fam2 startTime mergeAdjacent close testMerge Merge regions elapsed time:  openClosedRegion assertEquals families addContent closeAndDelete flushcache fam1 SplitRow:  compactStores currentTimeMillis toString hc "
non_flaky "next getName KeyValue scan fam4 fam3 System put tableName fam2 Bytes get add res row1 method toBytes is assertEquals families row2 initHRegion fam1 expected1 expected2 testtable size addFamily currentTimeMillis testRegionScanner_Next region getScanner ts "
non_flaky "next getName scan test_table delete put tableName fam2 Bytes rowA assertTrue get testScanner_DeleteOneFamilyNotAnother deleteFamily rowB value results add toBytes clear getRow initHRegion columnA fam1 addFamily columnB equals region getScanner "
non_flaky "next getName KeyValue scan put MAX_VERSIONS tableName Bytes setMaxVersions ts2 ts1 ts3 testScanner_ExplicitColumns_FromFilesOnly_EnforceVersions get kv21 scanner kv22 kv23 add addColumn actual row1 method toBytes qualifier1 expected qualifier2 hasNext assertEquals families flushcache initHRegion fam1 testtable size kv11 qf2 region getScanner qf1 kv12 kv13 "
non_flaky "next getName KeyValue scan put tableName Bytes setMaxVersions ts2 ts1 ts4 ts3 get kv21 scanner kv22 kv23 kv24 add addColumn actual row1 method toBytes qualifier1 expected qualifier2 hasNext assertEquals testScanner_ExplicitColumns_FromMemStoreAndFiles_EnforceVersions families flushcache initHRegion fam1 testtable size versions kv11 qf2 kv14 region getScanner qf1 kv12 kv13 "
non_flaky "next getName KeyValue scan System put MAX_VERSIONS tableName Bytes setMaxVersions ts2 ts1 ts3 get kv21 scanner kv22 kv23 add addColumn actual row1 method toBytes qualifier1 expected qualifier2 hasNext assertEquals families testScanner_ExplicitColumns_FromMemStore_EnforceVersions initHRegion fam1 testtable size currentTimeMillis kv11 qf2 region getScanner qf1 kv12 kv13 "
non_flaky "next row444 getName row222 scan test_table put tableName Bytes setMaxVersions Pub222 col2 results col1 row555 add addColumn row1 row333 toBytes testFamily assertEquals row111 row3 row2 row5 initHRegion row4 size Pub111 testScanner_StopRow1542 family region getScanner "
non_flaky "next getName KeyValue scan put MAX_VERSIONS tableName Bytes setMaxVersions ts2 testScanner_Wildcard_FromFilesOnly_EnforceVersions ts1 ts3 get kv21 scanner kv22 kv23 add actual row1 method toBytes qualifier1 expected qualifier2 hasNext assertEquals flushcache initHRegion fam1 testtable size addFamily kv11 qf2 region getScanner qf1 kv12 kv13 "
non_flaky "next getName KeyValue scan put tableName Bytes setMaxVersions testScanner_Wildcard_FromMemStoreAndFiles_EnforceVersions ts2 ts1 ts4 ts3 get kv21 scanner kv22 kv23 kv24 add actual row1 method toBytes qualifier1 expected hasNext assertEquals flushcache initHRegion fam1 testtable size versions quateslifier2 kv11 qf2 kv14 region getScanner qf1 kv12 kv13 "
non_flaky "next getName KeyValue scan System put MAX_VERSIONS tableName Bytes setMaxVersions ts2 ts1 ts3 get kv21 scanner kv22 kv23 add actual row1 method toBytes qualifier1 expected qualifier2 testScanner_Wildcard_FromMemStore_EnforceVersions hasNext assertEquals families initHRegion fam1 testtable size addFamily currentTimeMillis kv11 qf2 region getScanner qf1 kv12 kv13 "
non_flaky " getName regions numRows getLog splitRow fam3 tableName Bytes initSplit close method startRow verifyData toBytes openClosedRegion assertEquals families flushcache closeAndDelete initHRegion fam1 testtable testSplitRegion qualifier splitRegion putData hc region "
non_flaky "getName this is some other value value2 testWeirdCacheBehaviour trans-group trans-blob Got back incorrect number of rows from scan System TABLE Bytes trans-type this is the value trans-date deleteColumns FAMILIES keyPrefix3 keyPrefix1 getNumberOfRows Starting important checks..... keyPrefix2 value prefix1 prefix3 prefix2 putRows toBytes Checking values for key:  assertEquals Got back incorrect number of rows from scan:  initHRegion trans-tags "
non_flaky "next testCount numRows scan putThread tableName Bytes Assert flush testWritesWhileScanning assertTrue getTimestamp CompareFilter get scanner join prevTimestamp timestamp numQualifiers res row0 method checkNoError toBytes start isEmpty clear qualifiers numFamilies assertEquals expectedCount families done initHRegion setFilter i= size compactStores flushInterval flushThread compactInterval qual previousEmpty family region getScanner "
non_flaky "startkey startKey nameStr toBytes assertEquals   testCreateHRegionInfoName tableName HRegionInfo Bytes sk name tn toString id tablename createRegionName "
non_flaky "add next row1 scanners KeyValue data l1 l2 l3 l4 row2 fam2 fam1 isClosed assertTrue toArray scanner col4 testScannerLeak col5 col2 kvh col3 col1 "
non_flaky "PRINT scanners KeyValue data l1 l2 l3   seek System testSeek fam2 get toArray col4 col5 col2 kvh col3 col1 add actual expected  row1 expected assertEquals  actual  row2 peek fam1 size seekKv "
non_flaky "next PRINT scanners compare KeyValue data l1 l2 l3   System fam2 assertTrue get toArray col4 testSorted col5 col2 kvh col3 col1 add ret actual expected  row1 expected assertEquals  actual  row2 peek fam1 size "
non_flaky "next KeyValue KeyValueTestUtil scan value-10 seek testKeyValueScanFixture Bytes createFirstOnRow assertTrue value-1 create value-2 RowA res toBytes kvs assertEquals kv RowB peek assertNull family qf2 qf1 "
non_flaky "add getName toBytes assertFalse assertEquals kv overwriteValue Bytes getValue contains size assertTrue bytes equals testAdd overwrite first "
non_flaky " add next getName value2 value1 toBytes count descendingIterator assertEquals hasNext kv Bytes 1 getValue 2 total testDescendingIterator assertTrue bytes equals toString getQualifier "
non_flaky " getName value2 value1 headSet head testHeadTail Bytes total assertTrue add tailSet tail toBytes assertEquals kv splitter 1 getValue 2 size bytes equals first "
non_flaky " add getName value2 value1 toBytes count assertEquals kv testIterator Bytes 1 getValue 2 total assertTrue bytes equals toString getQualifier "
non_flaky "bb KeyValue bbStr  1  HConstants BASIC System getBytes CONTENTS Bytes mc .META. table  end row key kk add b toBytes start index assertEquals k kv getRow testBinary str CONTENTSTR currentTimeMillis toString "
non_flaky "cancel isCancelled start run isDone Thread sleep setDaemon Assert assertNull t assertTrue future get TimeUnit testAsyncCancelled "
non_flaky "isCancelled assertFalse start run completed assertSame isDone Thread result sleep setDaemon testAsyncCompleted Assert t assertTrue future get TimeUnit "
non_flaky "isCancelled boom assertFalse start run failed assertSame getCause isDone Thread sleep setDaemon ex Assert testAsyncFailed t assertTrue future get TimeUnit "
non_flaky "testAsyncNegativeTimeout future get TimeUnit "
non_flaky "result sleep setDaemon t future get start TimeUnit run completed testAsyncTimeout Thread "
non_flaky "cancel isCancelled isFailed getException boom assertFalse failed completed testCancelled isDone result Assert assertNull assertTrue future getResult get callback isCompleted "
non_flaky "isCancelled isFailed getException boom assertFalse completed failed assertSame isDone result testCompleted Assert assertNull assertTrue future getResult get callback isCompleted "
non_flaky "isCancelled isFailed getException boom assertFalse completed failed assertSame isDone result Assert assertNull assertTrue future getResult get callback TimeUnit testCompletedWithTimeout isCompleted "
non_flaky "isCancelled isFailed getException boom assertFalse failed completed assertSame getCause isDone result Assert assertNull ex testFailed assertTrue future getResult get callback isCompleted "
non_flaky "httpentity Assert isChunked testChunkingFlag assertTrue assertFalse setChunked "
non_flaky "getContentEncoding getValue httpentity getName Assert assertNull setContentEncoding HTTP gzip assertEquals testContentEncoding "
non_flaky "getValue httpentity getName Assert assertNull getContentType HTTP assertEquals setContentType testContentType "
non_flaky "setContent setContentLength assertFalse HTTP assertEquals getContentLength getBytes content isRepeatable httpentity Assert isStreaming assertTrue bytes Message content testBasics "
non_flaky "setContent getContent IllegalStateException should have been thrown HTTP assertEquals getBytes content fail httpentity Assert bytes testContent Message content "
non_flaky "setContent IllegalStateException should have been thrown HTTP assertEquals testWriteTo getBytes content out writeTo fail httpentity Assert bytes assertNotNull toByteArray Message content bytes2 IllegalArgumentException should have been thrown "
non_flaky "bufentity assertFalse getContent testBufferingEntity HTTP assertEquals getContentLength getBytes isRepeatable httpentity Assert isChunked assertTrue isStreaming bytes assertNotNull Message content "
non_flaky "testIllegalConstructor fail Assert IllegalArgumentException should have been thrown "
non_flaky "bufentity assertFalse getContent setChunked HTTP assertEquals getContentLength getBytes testWrappingEntity isRepeatable httpentity Assert isChunked assertTrue isStreaming bytes assertNotNull Message content "
non_flaky "bufentity HTTP assertEquals getBytes out writeTo fail httpentity Assert bytes assertNotNull toByteArray Message content testWriteToBuffered bytes2 IllegalArgumentException should have been thrown "
non_flaky "bufentity HTTP assertEquals getBytes out writeTo fail httpentity Assert bytes assertNotNull toByteArray testWriteToWrapped Message content bytes2 IllegalArgumentException should have been thrown "
non_flaky "getContent assertFalse HTTP assertEquals getContentLength testBasicOffLen getBytes isRepeatable httpentity Assert assertTrue isStreaming bytes assertNotNull Message content "
non_flaky "getContent assertFalse HTTP assertEquals getContentLength getBytes isRepeatable httpentity Assert assertTrue isStreaming bytes assertNotNull Message content testBasics "
non_flaky " getAndIncrement Concurrent assertFalse commit run System Assert assertTrue -"" +"" newRev getRevisionHistory id mk rev "" "":{""x"":  getNodes test getHeadRevision start nodeExists / getJournal call currentTimeMillis equals MicroKernel } "
non_flaky ")""a"" : ""b"" r2 getHeadRevision commit diff assertEquals +""a"" : { ""l"": 1  ""x"": { ""l"": 2  ""y"": {} } } / head +""/b"":{""l"":1} /b trim diffWithDepth mk +""/b"":{""l"":1 ""x"":{""l"":2 ""y"":{}}} r1 +""/b"":{""l"":1 ""x"":{""l"":2}} "
non_flaky " +""/a"":{""b"":{}} diffWithMove +""/a/c"":{}+""/a/d"":{}-""/a/b"" c d getHeadRevision commit diff head /a contains assertTrue mk base "
non_flaky " rev getHeadRevision +""x"":{} empty commit must return current head revision commit empty branch commit must return current head of branch revision assertEquals emptyCommit branch mk / "
non_flaky " rebase +""/a"":{} rebased commit assertEquals fastForwardRebase branch mk "
non_flaky " foo commit mk +""/x/"":{} +""/x"":{} "
non_flaky " branchNode rebase getNodes commit /x trunkNode ^""/x/q"":43 ""q"":43 trunk branch contains mergeRebased assertTrue merge ^""/x/p"":42 ""p"":42 +""/x"":{""y"":{}} mk "
non_flaky "headRev Commit must not have same id as branch getHeadRevision assertFalse commit assertEquals branchRev branch homeDir / Stored head should be equal +""a"" : {} equals getPath dispose +""b"" : {} potentialClashOfCommitIds mk "
non_flaky "descriptable as d should_return_this assertions assertSame "
non_flaky "getAttachment onClose onError assertNull onOpen onMessage client testDefaultValue ws://localhost "
non_flaky "getAttachment onClose onError assertNull onOpen testSetter onMessage client setAttachment ws://localhost assertEquals "
non_flaky " request draft_6455 acceptHandshakeAsClient Upgrade put Sec-WebSocket-Protocol HandshakeState emptyList s3pPLMBiTxaQ9kYGzzhZRbK+xOo= websocket dGhlIHNhbXBsZSBub25jZQ== Collections protocols add Sec-WebSocket-Key 13 upgrade singletonList Connection clear Sec-WebSocket-Version assertEquals response chat 3chat chat3 Sec-WebSocket-Accept "
non_flaky "add  draft_6455 singletonList handshakedata assertEquals handshakedataProtocolExtension HandshakeState emptyList chat handshakedataExtension acceptHandshakeAsServer Collections protocols handshakedataProtocol "
non_flaky "draft_6455 createdFrame curframe setTransferemasked assertEquals test0 ByteBuffer test1 getBytes Test1 Test0 createFramesBinary size createFrames setPayload get wrap "
non_flaky "draft_6455 createdFrame curframe setTransferemasked assertEquals ByteBuffer utf8Bytes Charsetfunctions Test0 size createFrames createFramesText setPayload get wrap "
non_flaky "add chat  chat2  draft_6455 request Sec-WebSocket-Key 13 hasFieldValue Connection clear Sec-WebSocket-Version assertEquals Upgrade Sec-WebSocket-Protocol Sec-WebSocket-Extensions postProcessHandshakeRequestAsClient emptyList assertTrue websocket getFieldValue chat chat2 protocols Collections "
non_flaky "draft_6455 request Server Upgrade put Sec-WebSocket-Protocol emptyList assertTrue getFieldValue websocket dGhlIHNhbXBsZSBub25jZQ== handshakedataExtension TooTallNate Java-WebSocket Collections protocols add Sec-WebSocket-Key hasFieldValue upgrade test singletonList Connection getHttpStatusMessage handshakedata assertEquals handshakedataProtocolExtension Date postProcessHandshakeResponseAsServer Sec-WebSocket-Extensions response chat reset Web Socket Protocol Handshake acceptHandshakeAsServer Sec-WebSocket-Accept handshakedataProtocol "
non_flaky "draft_6455 fail emptyList IllegalArgumentException expected size getKnownExtensions assertEquals getKnownProtocols Collections testConstructor "
non_flaky "testCopyInstance draft_6455 getExtension getKnownExtensions singletonList handshakedataProtocolExtension assertEquals getProtocol copyInstance chat draftCopy acceptHandshakeAsServer getKnownProtocols Collections assertNotEquals "
non_flaky "singletonList draft1 draft2 handshakedata assertEquals draft3 handshakedataProtocolExtension copyInstance emptyList chat draft0 handshakedataExtension acceptHandshakeAsServer Collections assertNotEquals handshakedataProtocol testEquals "
non_flaky "CloseHandshakeType draft_6455 assertEquals getCloseHandshakeType testGetCloseHandshakeType "
non_flaky "draft_6455 getExtension testGetExtension assertNotNull "
non_flaky "draft_6455 testGetKnownExtensions size getKnownExtensions assertEquals "
non_flaky "add draft_6455 emptyList size test chat singletonList assertEquals getKnownProtocols testGetKnownProtocols Collections protocols "
non_flaky "draft_6455 emptyList assertNull chat assertNotNull singletonList getProtocol handshakedataProtocolExtension acceptHandshakeAsServer testGetProtocol Collections "
non_flaky "singletonList draft1 draft2 handshakedata draft3 assertEquals handshakedataProtocolExtension testHashCode copyInstance emptyList chat hashCode draft0 handshakedataExtension acceptHandshakeAsServer Collections assertNotEquals handshakedataProtocol "
non_flaky "draft_6455 protocolList getExtension getKnownExtensions singletonList handshakedataProtocolExtension assertEquals getProtocol assertNull extensionList testReset reset acceptHandshakeAsServer getKnownProtocols Collections "
non_flaky "draft_6455 Draft_6455 extension: DefaultExtension protocol: chat singletonList Draft_6455 extension: TestExtension protocol: chat assertEquals handshakedataProtocolExtension Draft_6455 extension: DefaultExtension emptyList testToString chat toString acceptHandshakeAsServer Collections "
non_flaky " testAcceptProvidedExtensionAsClient Test assertTrue permessage-deflate ASDC  as ad defaultExtension acceptProvidedExtensionAsClient Test  ASDC  as  ad "
non_flaky " acceptProvidedExtensionAsServer Test assertTrue permessage-deflate testAcceptProvidedExtensionAsServer ASDC  as ad defaultExtension Test  ASDC  as  ad "
non_flaky "testCopyInstance extensionCopy assertEquals copyInstance defaultExtension "
non_flaky "test setPayload getPayloadData binaryFrame assertEquals ByteBuffer wrap getBytes decodeFrame defaultExtension testDecodeFrame "
